英文,中文
Lead investigator Dr Marco Colonna explained immune cells patrol the gut to ensure that harmful microbes hidden in the food don't sneak into the body.,首席研究员马尔科?科隆纳 (Marco Colonna) 博士解释说，免疫细胞会在肠道中进行巡逻，确保隐藏在食物中的有害微生物不会悄悄进入体内。
"The actual funding gap could be 3 times that of the subsidy. Earlier, Yin Weimin, Minister of Human Resources and Social Security, said that initial calculations showed that a total of 1.3 million employees in the coal industry and 500,000 in the steel industry were required to be resettled as a result of “reducing overcapacity”.",资金实际缺口可能3倍于补贴此前，人力资源和社会保障部部长尹蔚民表示，初步统计“去产能”要分流安置的员工煤炭系统是130万人，钢铁系统是50万人。
"The Riodoce staff misses Valdez, the jokester who swore like a longshoreman, the friend generous with hugs and advice, a teacher who knew how to survive.",《Riodoce》的全体员工都很怀念瓦尔迪兹，怀念他像一个码头工人一样咒骂不休，怀念这位从不吝惜拥抱与建议的朋友，怀念这位知道如何活下去的老师。
"While the goal wasn't to focus on Ferrell's experience - in an effort to show that the movement is ""not about a messiah leader but a community coming together,"" Folayan said - she proved to be the most open of the film's participants.",尽管目标不是关注费雷尔的经历 – 而是展现这次运动“不是关于救世主领导者，而是关于社区凝聚力”，福莱扬说 – 事实证明她是电影参与者中最开放的。
"Rokid is a developer of smart interactive robots, and is committed to robotics research. It products can control smart devices in the home, and has continuous autonomous learning and growth functions. It also features recognition, comprehension and feedback functions.","Rokid是一家智能交互机器人研发商,致力于机器人领域研究，产品可操控家中智能设备，具有能持续自主学习和成长功能，还具备识别、听懂、反馈等功能。"
"'If you just squint your eyes a bit, you could almost believe it was sleeping,' said lead author Caleb Brown, a scientist at the Royal Tyrrell Museum where the creature is on display.",“如果你觑着眼看，你几乎会相信它正在睡觉”，皇家泰瑞尔博物馆科学家、第一作者迦勒?布朗 (Caleb Brown) 说道。该生物就在该展览馆展出
"Eighty percent (2002) were judged to be 18 or over, while in a further 25 cases the Forensic Medicine Agency judged that the subject was ""possibly 18 or over.""",80%（2002 人）被判定为年满 18 岁或以上，然而在另外 25 例的测试中，瑞典国家法医学中心又判定受试对象“可能年满 18 岁或以上”。
"In addition, online flower markets will be made accessible. By using the information networks of housing estates, brief introductions and messages about the flower markets will be sent to residents who intend to visit and shop at the Beijing Road business district and West Lake Road flower market. Residents may browse the “online flower markets” on their mobile phones.",此外，还开通网上花市，利用小区信息网络，为进入北京路商圈和西湖路花市游览购物的市民发送有关花市的介绍短信，并可以利用手机上网来流览“网上花市”。
Global athletics boss Sebastian Coe praised what he described as a candid apology from Russia over a doping scandal on Thursday but reiterated it was not the moment for the country to be readmitted to the sport.,周四，国际田径联合会主席塞巴斯蒂安·科对俄罗斯就兴奋剂丑闻道歉表示赞赏，并称该道歉十分“坦诚”，但他重申现在亦不是俄罗斯重新参加这项运动的时刻。
"Fang Wenshan will direct one to two of these 10 musical IP works. When Jay Chou was asked whether he would help with the directing, he said frankly that there is too much pressure in being a director. He hoped to find a few young directors to allow them room to play their part.",这十部音乐IP作品，方文山会自己执导一到两部，当周董被问到是否会帮忙执导时，周杰伦坦言当导演压力太大，希望找一些年轻的导演，让他们有发挥的空间。
"According to public opinion analysis, after Donald Trump took office at the beginning of last year, the interaction between the leaders of the United Kingdom and the United States lagged far behind the past and the cooperation in major international affairs has decreased. There are more and more disagreements, and the ""special relationship"" between Britain and the United States is facing a great challenge.",有舆论分析认为，特朗普去年初上任后，英美两国领导人互动远远落后于以往，在国际重大事务中的合作减少，分歧越来越多，英美“特殊关系”正面临巨大考验。
"A little over two months ago, the proportion of tickets sold lingered at 32% for the PyeongChang Winter Olympics, and a mere 4.3% for the Winter Paralympics. The sluggish ticket sales caused concern among the outside world about the popularity of the PyeongChang Winter Olympics at one point.",就在两个多月前，平昌冬奥会门票销售率还只徘徊在３２％，冬残奥会门票销售率更是只有４.３％，低迷的门票销售率一度令外界对平昌冬奥会的人气倍感担忧。
"According to a thesis published in German magazine “Optics”, a group of researchers at the Air Force Engineering University of China claimed that installing such a laser on a satellite would be enough to effectively clean up space; at least, according to the simulated results, that is.",据中国空军工程大学的一群研究人员在德国《光学》月刊上发表的一篇论文，在一颗卫星上安装这样一台激光器将足够有效地清理太空，至少根据模拟结果是这样。
"The management team at Grand Plaza released a statement to residents saying, ""Police are currently working on the timeline and background of the victim and are exploring a variety of motives, including a possible domestic incident.""",Grand Plaza 的管理团队向居民发布声明称：“警方目前正在研究受害者的案发时间线和案发背景，正在调查各种动机，包括一起可能的国内事件。”
"AI Rokid recently completed a round of funding, led by Temasek. Other investors included Credit Suisse, CDIB (the investment arm of China Development Financial Holdings Co., Ltd.), and existing shareholder IDG Capital.",人工智能Rokid即于近日完成新一轮融资，由淡马锡领投，瑞士信贷、CDIB（台湾中华开发金融控股公司旗下投资机构）、老股东IDG资本等机构跟投。
"The U.S. Environmental Protection Agency reversed a decision to delay an Obama-era rule requiring states to curb smog-causing emissions, one day after 15 states sued the agency over the move.",奥巴马在任时做出了要求各州遏制引起烟雾的各类排放的规定，15 个州因为该项规定对美国国家环境保护局进行起诉。起诉一天后，EPA 推翻了该项规定。
